content,score,thumbsUpCount,cleaned_content,sentiment_label,word_count,review_date
Lebih bagus di PC. Dan enaknya disaat mau cari atau skip lagi di PC bisa di remot pake android. Secara PC ane slalu pake buat nge GAME.,5,20,lebih bagus di pc dan enaknya disaat mau cari atau skip lagi di pc bisa di remot pake android secara pc ane slalu pake buat nge game,negative,27,
"Saya suka sekali aplikasi ini.. saya harap untuk pembaruan berikutnya ada tampilan popup saat sedang membuka aplikasi game, seperti WhatsApp yg bisa dengan tampilan popup saat bermain game.. karena saya suka bermain game sambil memutar musik, suatu hal yg menarik jika bisa mengganti lagu tanpa harus keluar dari game",5,0,saya suka sekali aplikasi ini saya harap untuk pembaruan berikutnya ada tampilan popup saat sedang membuka aplikasi game seperti whatsapp yang bisa dengan tampilan popup saat bermain game karena saya suka bermain game sambil memutar musik suatu hal yang menarik jika bisa mengganti lagu tanpa harus keluar dari game,negative,49,
"Aplikasi bagus it's oke,cuma kenapa ya suka mati sendiri musik nya padahal lagi enak enakan dengerin tiba tiba mati sendiri tolong di perbaiki lagi ya sekian terima kasih",5,4,aplikasi bagus its okecuma kenapa ya suka mati sendiri musik nya padahal lagi enak enakan dengerin tiba tiba mati sendiri tolong di perbaiki lagi ya sekian terima kasih,positive,28,
"Saya sdah hampir tiga tahun pakai spotify ini . Kenapa efek suaranya jadi tidak ada setelah saya perbaharui tolong di kasih lagi dong seperti flat , gema dll. Ttrimakasih",5,3,saya sdah hampir tiga tahun pakai spotify ini kenapa efek suaranya jadi tidak ada setelah saya perbaharui tolong di kasih lagi dong seperti flat gema dll ttrimakasih,positive,27,
"Bagus bgt sih nih aplikasi nya, gratis lagi, aplagi semua lagu nya lengkap, tapi banyak iklan, wajar sih, soalnya kita make grts 🙏",5,0,bagus banget sih nih aplikasi nya gratis lagi aplagi semua lagu nya lengkap tapi banyak iklan wajar sih soalnya kita make grts,negative,22,
"Yg komplain karena iklan bukannya kalian tau ya kalian sedang dengerin lagu secara gratis? Tinggal tunggu iklan doang per lagu apa susahnya, ibaratnya kalian seperti sudah membayar untuk satu lagu itu.",5,25,yang komplain karena iklan bukannya kalian tau ya kalian sedang dengerin lagu secara gratis tinggal tunggu iklan doang per lagu apa susahnya ibaratnya kalian seperti sudah membayar untuk satu lagu itu,positive,31,
"Aku kasii bintang Lima cause aplikasinya bagus banget, sejauh ini belum nemuin kekurangan dri aplikasi ini. Jadi bagi yang mau dengerin Musik dgn kualitas bagus Dan gk ribet mending donlot apk ini yaa 😊 terimakasii Spotify.",5,120,aku kasii bintang lima cause aplikasinya bagus banget sejauh ini belum nemuin kekurangan dri aplikasi ini jadi bagi yang mau dengerin musik dgn kualitas bagus dan gk ribet mending donlot apk ini yaa terimakasii spotify,negative,35,
Spotify lagi kenapa sih hari ini?dari pagi gk bisa ngelag terus...padahal status premium aku masih aktif...sinyal wifi stabil tp keterangan gk ada jaringan...payah ah,5,12,spotify lagi kenapa sih hari inidari pagi gk bisa ngelag teruspadahal status premium aku masih aktifsinyal wifi stabil tp keterangan gk ada jaringanpayah ah,positive,24,
"Jujur ini aplikasi mendengar musik yang rekomended banget, banyak lagu lokal dan luar yang enak di dengar. Apalagi ini aplikasi paling update tentang musik dan podcast!!!",5,3,jujur ini aplikasi mendengar musik yang rekomended banget banyak lagu lokal dan luar yang enak di dengar apalagi ini aplikasi paling update tentang musik dan podcast,negative,26,
"Q biasa menghabiskan waktu senggang ku untuk mendengarkan lagu, dan Spotify pilihanku, meski ada beberapa lagu yg belum ada, overall is great",5,3,q biasa menghabiskan waktu senggang ku untuk mendengarkan lagu dan spotify pilihanku meski ada beberapa lagu yang belum ada overall is great,negative,22,
"Bagus... banget soalnya lengkap lagunya. Boleh kalau ada satu fitur yaitu bernyanyi. Soalnya disini lengkap terus di fitur bernyanyi ada solo, sama-sama nyanyi dll. Kalau update lagi yaa... 🤩🤩🤩🤩",5,24,bagus banget soalnya lengkap lagunya boleh kalau ada satu fitur yaitu bernyanyi soalnya disini lengkap terus di fitur bernyanyi ada solo samasama nyanyi dll kalau update lagi yaa,negative,28,
Plis lah aplikasi nya keren banget!!!😆😆suka deh sama semua lagu nya...terus pas muter lagu nya dia nya gak ngelag ngelag:3 pokok nya suka!!!!plis kalian harus download!!MB nya cuma 20an lho!!!!!!,5,127,plis lah aplikasi nya keren bangetsuka deh sama semua lagu nyaterus pas muter lagu nya dia nya tidak ngelag ngelag pokok nya sukaplis kalian harus downloadmb nya cuma an lho,negative,30,
Bagus banget aplikasinya tapi tolong dong di perbaiki aplikasi nya min supaya lagu nya itu dapat semua pas di cari kudu dapat semua lagu nya ok deh sape disini dulu ya saran dari saya thank you,5,7,bagus banget aplikasinya tapi tolong dong di perbaiki aplikasi nya min supaya lagu nya itu dapat semua pas di cari kudu dapat semua lagu nya ok deh sape disini dulu ya saran dari saya thank you,positive,36,
"Thks spotify dengan adanya anda saya bisa mendengarkan lagu apa saja secara online,mohon lebih ditingkatkan lagi kualitas suara lagunya karena kadang suaranya cempreng",5,10,thks spotify dengan adanya anda saya bisa mendengarkan lagu apa saja secara onlinemohon lebih ditingkatkan lagi kualitas suara lagunya karena kadang suaranya cempreng,negative,23,
Aplikasi streaming musik terkeren. Sayangnya waktu kita Offline liriknya gak muncul. Tapi bisa kali liriknya di munculin kalo kita udah Offline. Soalnya kita kan udah Premium.,5,19,aplikasi streaming musik terkeren sayangnya waktu kita offline liriknya tidak muncul tapi bisa kali liriknya di munculin kalo kita udah offline soalnya kita kan udah premium,negative,26,
"Overall sangat bagus, udah setahun lebih langganan Spotify. Cuma kenapa sekarang tiba-tiba suaranya gak ngebass lagi seperti sebelumnya? Bahkan mengecil",5,17,overall sangat bagus udah setahun lebih langganan spotify cuma kenapa sekarang tibatiba suaranya tidak ngebass lagi seperti sebelumnya bahkan mengecil,positive,20,
"Aplikasi spotifi ini sangat bagus semua lagu ad. Tapi tolong agar lagu nya dapat didownload, kalau bisa pasti keren deh...",5,0,aplikasi spotifi ini sangat bagus semua lagu ad tapi tolong agar lagu nya dapat didownload kalau bisa pasti keren deh,negative,20,
Sial apk keren kaya gini malah fitur downloadnya premium padahal ada fitur penghemat kuota 😑 tolong tambahin fitur download pake iklan dengan kualitas hemat kuota supaya gak ngeleg video yang akan di putar,5,0,sial apk keren kaya gini malah fitur downloadnya premium padahal ada fitur penghemat kuota tolong tambahin fitur download pake iklan dengan kualitas hemat kuota supaya tidak ngeleg video yang akan di putar,positive,32,
Mudah mencari lagu yg kita inginkan dan hemat quota krn hanya mendengar suara tanpa gambar bergerak (video) yg cpt menyedot kuota kita.,5,1,mudah mencari lagu yang kita inginkan dan hemat quota krn hanya mendengar suara tanpa gambar bergerak video yang cpt menyedot kuota kita,negative,22,
Spotify ini adalah layanan streaming musik ter-enak yang pernah saya download. Bagi kalian yang ingin memutar bebas lagu atau apa lah kalian diharus kan membeli premiumnya jangan lah anda mintanya gratisan terus spotify gitu² ia beli lisensi musik agar tidak terjadi hak cipta!,5,447,spotify ini adalah layanan streaming musik terenak yang pernah saya download bagi kalian yang ingin memutar bebas lagu atau apa lah kalian diharus kan membeli premiumnya jangan lah anda mintanya gratisan terus spotify gitu ia beli lisensi musik agar tidak terjadi hak cipta,negative,43,
Bosan dengerin lagu lagu yang di handphon saya jadi saya instal aja deh aplikasi spotify biar bisa dengerin lagu banyak banyak setelah di instal memang banyak sih lagunya,5,2,bosan dengerin lagu lagu yang di handphon saya jadi saya instal saja deh aplikasi spotify biar bisa dengerin lagu banyak banyak setelah di instal memang banyak sih lagunya,negative,28,
"Sksksksk sukaa bgt sama Spotify, soalnya dulu tu di aku Spotify ini suka for close skrng udaa ndaa, kalo mau buat playlist gampang, lagu nya jg lengkap emang dahh spotify bestt bestttt",5,1,sksksksk sukaa banget sama spotify soalnya dulu tu di aku spotify ini suka for close skrng udaa ndaa kalo mau buat playlist gampang lagu nya jg lengkap emang dahh spotify bestt bestttt,negative,32,
"Karena bisa mendengar banyak lagu itu saya suka apa lagi lagu ejen ali aja ada aku kira enggak ada iseng aja nulis ""lagu ejen ali"" tiba tiba muncul, kalian harus nyobain juga seru loh, enggak bayar sama sekali, setelah saya pakai lama lah ternyata harus pakai spotify premium",5,3,karena bisa mendengar banyak lagu itu saya suka apa lagi lagu ejen ali saja ada aku kira enggak ada iseng saja nulis lagu ejen ali tiba tiba muncul kalian harus nyobain juga seru loh enggak bayar sama sekali setelah saya pakai lama lah ternyata harus pakai spotify premium,negative,48,
"aplikasi music yg OK banget,iklanx jg ga banyak...sayangx music yg diputar ga bisa di preview,dan coba ada opsi repeat...",5,0,aplikasi music yang ok bangetiklanx jg tidak banyaksayangx music yang diputar tidak bisa di previewdan coba ada opsi repeat,positive,19,
"Memang Spotify sejauh ini bagus, dia dapat mendeteksi lagu lagu kesukaan saya, dan saya suka, namun utk 5 bintang sy pikir perlu waktu. Ya ya saya tahu, seharusnya dari dulu saya beri 5 bintang, tapi lebih baik lambat daripada tidak sama sekali☺👍",5,10,memang spotify sejauh ini bagus dia dapat mendeteksi lagu lagu kesukaan saya dan saya suka namun utk bintang sy pikir perlu waktu ya ya saya tahu seharusnya dari dulu saya beri bintang tapi lebih baik lambat daripada tidak sama sekali,negative,40,
"Bagus sih, tapi ga tau kenapa pas gw ke jepang ini akunnya cuma bisa dipake 2 minggu trus minta ubah lokasi. Tapi akunnya sama sekali ga bisa dibuka dan ya automatically gw ga bisa ubah lokasi lahhh anjeyyy. Kunaon Spotify!!",5,10,bagus sih tapi tidak tau kenapa pas gw ke jepang ini akunnya cuma bisa dipake minggu trus minta ubah lokasi tapi akunnya sama sekali tidak bisa dibuka dan ya automatically gw tidak bisa ubah lokasi lahhh anjeyyy kunaon spotify,positive,39,
"Fyi, jika ada yang mengalami masalah tidak bisa memutar lagu karena ""tidak ada internet/offline"" padahal data internet masih ada, coba cek apakah kalian mengaktifkan fitur jaga pulsa di mytelkom? Klo iya nonaktifkan saja.",5,0,fyi jika ada yang mengalami masalah tidak bisa memutar lagu karena tidak ada internetoffline padahal data internet masih ada coba cek apakah kalian mengaktifkan fitur jaga pulsa di mytelkom klo iya nonaktifkan saja,negative,33,
aplikasi yang sangat baik untuk mendengarkan lagu lagu yang aku suka terima kasi sportift lebih nyaman dan lebih asik jika mendengar lagu memakai aplikasi inii.....seruuu bangett dahhh,5,9,aplikasi yang sangat baik untuk mendengarkan lagu lagu yang aku suka terima kasi sportift lebih nyaman dan lebih asik jika mendengar lagu memakai aplikasi iniiseruuu banget dahhh,negative,27,
Aplikasi ini bagus banget. Dari aplikasi ini aku jadi tau lagu yang lagi viral. Dan untuk yang bilang aplikasi ini banyak iklan kalian berarti belum langganan ke premium. Aku udah 2 bulan pakai aplikasi ini ngak ada masalah semoga review ini bermanfaat ya.,5,1,aplikasi ini bagus banget dari aplikasi ini aku jadi tau lagu yang lagi viral dan untuk yang bilang aplikasi ini banyak iklan kalian berarti belum langganan ke premium aku udah bulan pakai aplikasi ini ngak ada masalah semoga review ini bermanfaat ya,negative,42,
"Tolong diperbarui dong... Masak kalo aku mau buat playlist, malah ditambah lagi oleh spotify dengan lagu di luar playlist aku. Kan aneh bengeeetttt !!!",5,4,tolong diperbarui dong masak kalo aku mau buat playlist malah ditambah lagi oleh spotify dengan lagu di luar playlist aku kan aneh bengeeetttt,positive,23,
"Bagus aplikasi nya, sudah beberapa hari menggunakan Spotify tidak ada kendala, semoga seterusnya lancar dan musiknya update selalu yg terbaru, terimakasih",5,3,bagus aplikasi nya sudah beberapa hari menggunakan spotify tidak ada kendala semoga seterusnya lancar dan musiknya update selalu yang terbaru terimakasih,negative,21,
"Kenapa malah keputar lagu lain? Karena kalian belum premium. Kalo udah premium pasti nanti bisa kok. Gak ada salahnya ganti ke premium, untuk apresiasi yg bikin lagunya.",5,6,kenapa malah keputar lagu lain karena kalian belum premium kalo udah premium pasti nanti bisa kok tidak ada salahnya ganti ke premium untuk apresiasi yang bikin lagunya,positive,27,
"Buat yang gabisa upgrade premium. Boleh coba login di web ya, login akun kalian di web dan pasang paket premium yg di inginkan,... lanjut login lagi ke apk kalian dan yakkk sudah premium. Selamat mencoba, saya barusan pasang premium 🙌🏻",5,83,buat yang gabisa upgrade premium boleh coba login di web ya login akun kalian di web dan pasang paket premium yang di inginkan lanjut login lagi ke apk kalian dan yakkk sudah premium selamat mencoba saya barusan pasang premium,negative,39,
Spotify mempunyai fitur lagu yg ingin saya cari semua musik tersedia apk ini sangat bagus .bagi pencinta musik apk ini sangat cocok bagi kalian .. semoga komentar sya bermanfaat.,5,0,spotify mempunyai fitur lagu yang ingin saya cari semua musik tersedia apk ini sangat bagus bagi pencinta musik apk ini sangat cocok bagi kalian semoga komentar sya bermanfaat,negative,28,
"Thank you, sejauh ini enak kok make spotify dan lancar untuk streamingnya, kalo bisa nanti lirik lagunya bisa lebih cepet setelah lagu rilis itu aja, terima kasih 💜",5,3,thank you sejauh ini enak kok make spotify dan lancar untuk streamingnya kalo bisa nanti lirik lagunya bisa lebih cepet setelah lagu rilis itu saja terima kasih,negative,27,
"Lengkap untuk dengarkan musik dari berbagai artis, berbagai masa, berbagai genre, dan dari seluruh belahan dunia, sayang hanya premium yg dapat memainkan secara berurutan, dan lirik...dan mungkin fitur lain yang di blokir... untuk kualitas suara oke..",5,6,lengkap untuk dengarkan musik dari berbagai artis berbagai masa berbagai genre dan dari seluruh belahan dunia sayang hanya premium yang dapat memainkan secara berurutan dan lirikdan mungkin fitur lain yang di blokir untuk kualitas suara oke,negative,36,
"Lagu yg direkomendasikan sesuai dengan selera music yang di putar. Serta beragam, jadi ada stock, dengerin musik jadi relax, gak perlu buat list2 dulu",5,3,lagu yang direkomendasikan sesuai dengan selera music yang di putar serta beragam jadi ada stock dengerin musik jadi relax tidak perlu buat list dulu,negative,24,
"Udah bagus banget kok. Apalagi kalo ditambahin lirik. Oh ya tolong dong lagunya dilengkapin lagi. Beberapa kali saya cari lagu lawas dan lagu jepang gak ada, padahal lagu tersebut cukup terkenal. Jadi tolong peningkatannya..",5,2,udah bagus banget kok apalagi kalo ditambahin lirik oh ya tolong dong lagunya dilengkapin lagi beberapa kali saya cari lagu lawas dan lagu jepang tidak ada padahal lagu tersebut cukup terkenal jadi tolong peningkatannya,negative,34,
"Aplikasi yang sangat bagus, saya dapat mendengar kan lagu yg saya sukai, walaupun Terdapat iklan saya tidak kecewa, dan sabar akan adanya iklan, Terima kasih atas aplikasi nya 😁👍🏻",5,0,aplikasi yang sangat bagus saya dapat mendengar kan lagu yang saya sukai walaupun terdapat iklan saya tidak kecewa dan sabar akan adanya iklan terima kasih atas aplikasi nya,negative,28,
"saya penggemar berat spotify, cuma kenapa ya utk penyetelan equalizernya jadi ga ada, saya baru download lagi setelah saya cari2 ga ada padahal itu sangat bagus karena bisa di stel audionya jdi bagus",5,16,saya penggemar berat spotify cuma kenapa ya utk penyetelan equalizernya jadi tidak ada saya baru download lagi setelah saya cari tidak ada padahal itu sangat bagus karena bisa di stel audionya jdi bagus,negative,33,
"Spotify udah bagus kok👍 tapi tolong deh ya ketika lagi download podcast jgn ngelag dan utk iklannya jangan horor :) untuk liriknya terkadang muncul ""tidak dapat memuat lirik"" mohon diperbaiki lagi🙏🙏",5,1,spotify udah bagus kok tapi tolong deh ya ketika lagi download podcast jgn ngelag dan utk iklannya jangan horor untuk liriknya terkadang muncul tidak dapat memuat lirik mohon diperbaiki lagi,positive,30,
"Susah banget aku daftar padahal udah masukin kode tapi malah layarnya item semua trus hpku ngelag😩tapi yaudah lah kasih bintang lima aja gapapa ikhlas moga cuma aku donang yang gini, dan semoga aplikasinya menjadi aplikasi terbaik Dikategori music😍",5,0,susah banget aku daftar padahal udah masukin kode tapi malah layarnya item semua trus hpku ngelagtapi yaudah lah kasih bintang lima saja gapapa ikhlas moga cuma aku donang yang gini dan semoga aplikasinya menjadi aplikasi terbaik dikategori music,positive,38,
"Aplikasi Streming musik paling bagus, berjuta-juta lagu ada, semua band, penyanyi, penyair ada disini .. aplikasi lain jempol bawah..",5,104,aplikasi streming musik paling bagus berjutajuta lagu ada semua band penyanyi penyair ada disini aplikasi lain jempol bawah,negative,18,
"Pemutar musik terbaik, tanpa premium bisa milih lagu bebas, dan kalau premium kualitas musik lebih bagus lagi. Ga kaya tetangga hehehe",5,4,pemutar musik terbaik tanpa premium bisa milih lagu bebas dan kalau premium kualitas musik lebih bagus lagi tidak kaya tetangga hehehe,negative,21,
"Aplikasinya bagus, bukan cuman buat dengerin musik tapi juga bisa dengerin cerita Coba deh telusuri ""lenyap"" Disitu ada cerita Tapi ceritanya hanya untuk orang dewasa aja ya Anak kecil gk boleh dengar",5,0,aplikasinya bagus bukan cuman buat dengerin musik tapi juga bisa dengerin cerita coba deh telusuri lenyap disitu ada cerita tapi ceritanya hanya untuk orang dewasa saja ya anak kecil gk boleh dengar,positive,32,
"Saya sangat menyukai aplikasi ini. Lagu-lagunya lengkap dan mudah mencarinya. Spotify selalu menemani aktifitas saya sehari-hari. Bagi yg belum menginstall aplikasi ini, jangan ragu, segera down load.",5,5,saya sangat menyukai aplikasi ini lagulagunya lengkap dan mudah mencarinya spotify selalu menemani aktifitas saya seharihari bagi yang belum menginstall aplikasi ini jangan ragu segera down load,negative,27,
salah satu aplikasi streaming lagu terbaik menurut saya dan bisa juga disetarakan dengan YouTube music dan Apple music yang jadi daily aplikasi buat dengerin lagu saya.,5,0,salah satu aplikasi streaming lagu terbaik menurut saya dan bisa juga disetarakan dengan youtube music dan apple music yang jadi daily aplikasi buat dengerin lagu saya,negative,26,
Bagus banget aku suka sekali dgn spotify ini! Aku pengen mau beli premium tpi sayangnya saya tidak ada waktu untuk bayar tiap bulan/tahun/minggu untuk bayar☹️,5,0,bagus banget aku suka sekali dgn spotify ini aku pengen mau beli premium tpi sayangnya saya tidak ada waktu untuk bayar tiap bulantahunminggu untuk bayar,negative,25,
Aplikasi ini bagus banget setiap aku mau setel musik disini lengkap dan fitur fiturnya juga bagus bagi kalian yg suka setel musik kalian dowloand aja nih aplikasinya di jamin gak bakal nyesel terima kasih ya yg udah menyiptakan aplikasi ini #spotift,5,140,aplikasi ini bagus banget setiap aku mau setel musik disini lengkap dan fitur fiturnya juga bagus bagi kalian yang suka setel musik kalian dowloand saja nih aplikasinya di jamin tidak bakal nyesel terima kasih ya yang udah menyiptakan aplikasi ini spotift,negative,41,
"Apk bagus, bisa buat dengerin lagu, rekomendasi lagu juga banyak ada beberapa pilihan genre nya juga. Intinya apk nya bagus untuk yg suka dengerin lagu",5,13,apk bagus bisa buat dengerin lagu rekomendasi lagu juga banyak ada beberapa pilihan genre nya juga intinya apk nya bagus untuk yang suka dengerin lagu,negative,25,
"Walaupun sudah paket premium tp kenapa masih ada iklan, dan itu sangat mengganggu. padahal beli premium utk menghindari iklan. Mohon perbaikan ya. So far ter-the best lah👍🏽",5,2,walaupun sudah paket premium tp kenapa masih ada iklan dan itu sangat mengganggu padahal beli premium utk menghindari iklan mohon perbaikan ya so far terthe best lah,negative,27,
"Apk yang cocok untuk mendengarkan musik, suara speaker nya juga Oke, selain itu pilihan musik yang ada di Apk Spotify juga beragam dan banyak banget. Good buat Spotify 👍",5,3,apk yang cocok untuk mendengarkan musik suara speaker nya juga oke selain itu pilihan musik yang ada di apk spotify juga beragam dan banyak banget good buat spotify,negative,28,
"saya suka banget sama aplikasinya, lagunya bagus2,apalagi kalau sudah pake Premium, pokoknya ngga nyesel pake Spotify, yang pake akun Free jangan ngeluh, mau bagus harus pake modal juga dong wkwkwkw",5,0,saya suka banget sama aplikasinya lagunya bagusapalagi kalau sudah pake premium pokoknya ngga nyesel pake spotify yang pake akun free jangan ngeluh mau bagus harus pake modal juga dong wkwkwkw,negative,30,
"personaly, semuanya bagus, tapi entah kenapa kalo dibawa jalan tanpa menggunakan premium tu kadang sering mati sendiri, semoga bisa diperbaiki dari pihak spotify",5,0,personaly semuanya bagus tapi entah kenapa kalo dibawa jalan tanpa menggunakan premium tu kadang sering mati sendiri semoga bisa diperbaiki dari pihak spotify,positive,23,
"Apk ini menurut saya udah bagus biar saya mau makek data atau wifi apk ini lancar,dan saya gak tau kalo dia orang lain kayak gmna apk ny karena saya liat di dalam komentar itu banyak yang bilng banyak kurang ny,apa mungkin gara' apk ny atau data ny yg gak mampu sehingga membuat apk ny lag",5,0,apk ini menurut saya udah bagus biar saya mau makek data atau wifi apk ini lancardan saya tidak tau kalo dia orang lain kayak gmna apk ny karena saya liat di dalam komentar itu banyak yang bilng banyak kurang nyapa mungkin gara apk ny atau data ny yang tidak mampu sehingga membuat apk ny lag,positive,55,
"Untuk aplikasinya bagus untuk mendengarkan lagu, lagu disini lengkap deh pokoknya, lagunya ngedukung banget sama emosi aku, kalau lagi sedih, senang, bahagia, marah, pasti denger spotify, aku bersyukur ada aplikasi seperti ini :D",5,11,untuk aplikasinya bagus untuk mendengarkan lagu lagu disini lengkap deh pokoknya lagunya ngedukung banget sama emosi aku kalau lagi sedih senang bahagia marah pasti denger spotify aku bersyukur ada aplikasi seperti ini d,negative,33,
"aplks nya bagus banget, no nge lag, lagunya juga lengkap pake BGT, and bisa di song order ( lagunya bisa di urutin sesuai yang kita mau ). MANTAP DEH POKOKNYA 👑",5,2,aplks nya bagus banget no nge lag lagunya juga lengkap pake banget and bisa di song order lagunya bisa di urutin sesuai yang kita mau mantap deh pokoknya,negative,28,
Good jobbb👍bagus banget tapi pas lagi mau di apdet jadi beda banget susah di putar musikny tolong aplikasi ini di tingkatkan lagi nya biar aplikasi ini tambah bagus makashhh😊😊😊,5,5,good jobbbbagus banget tapi pas lagi mau di apdet jadi beda banget susah di putar musikny tolong aplikasi ini di tingkatkan lagi nya biar aplikasi ini tambah bagus makashhh,negative,29,
"apk cukup bagus, dan ada sekedar saran mungkin bisa ditambahkan lirik di setiap lagu dan mungkin ada playlist lagu yg 8D jadi lebih keren, semoga saran saya di dengarkan 👍",5,0,apk cukup bagus dan ada sekedar saran mungkin bisa ditambahkan lirik di setiap lagu dan mungkin ada playlist lagu yang d jadi lebih keren semoga saran saya di dengarkan,negative,29,
"Untuk Spotify, aku mau bilang makasih banyak. Makasih karena udah nemenin disaat aku ga punya temen buat cerita, makasih karena udah nemenin disaat kepala aku ga bisa diam. Aku suka denger musik biar kepala aku ga berisik❤️",5,9,untuk spotify aku mau bilang makasih banyak makasih karena udah nemenin disaat aku tidak punya temen buat cerita makasih karena udah nemenin disaat kepala aku tidak bisa diam aku suka denger musik biar kepala aku tidak berisik,negative,37,
"Saya suka spotify karena lagunya enak enak, suaranya kencang dan jelas, serta banyak lagu lagu gratis yg saya suka. Thanks spotify indonesia.",5,5,saya suka spotify karena lagunya enak enak suaranya kencang dan jelas serta banyak lagu lagu gratis yang saya suka thanks spotify indonesia,negative,22,
"Oke sip, semoga bisa download ketika off bisa di dengar , tidak ada kadaluarsa alias salawasnya play song , bisa buka akun ganti hp , dan playlist gk hilang , tinggal dengar gk usah download lagi 😁 , juara pasti .",5,10,oke sip semoga bisa download ketika off bisa di dengar tidak ada kadaluarsa alias salawasnya play song bisa buka akun ganti hp dan playlist gk hilang tinggal dengar gk usah download lagi juara pasti,negative,34,
"Huuuluuuuuuhaaaaa enak benerrr aplikasi ini bagus banget....nyesel kalo nggak download ayo buruan download,bisa download dan lagu terbaru juga ada....terimakasih sudah membuat aplikasi emas yang berharga ini ........lagunya enak enak,bisa nyari judulnya sendiri,pokoknya enak asik bagus benerrr :) :) :-)",5,1,huuuluuuuuuhaaaaa enak benerrr aplikasi ini bagus bangetnyesel kalo tidak download ayo buruan downloadbisa download dan lagu terbaru juga adaterimakasih sudah membuat aplikasi emas yang berharga ini lagunya enak enakbisa nyari judulnya sendiripokoknya enak asik bagus benerrr,negative,36,
"gratis, bisa lihat lirik jga ❤️❤️, aku suka, dan simpel banget cara pakenya 🤸🏻‍♀️🤸🏻‍♀️. tpi iklannya di persikit lagi dong, lagi enak enak dengerin lagu malah iklan 😴😴",5,6,gratis bisa lihat lirik jga aku suka dan simpel banget cara pakenya tpi iklannya di persikit lagi dong lagi enak enak dengerin lagu malah iklan,positive,25,
Aplikasinya bagus dan lagu yang di dengarkan slalu terbaru.. kurang nya cuma satu masih banyak iklan yang slalu ganggu saat dengar lagu.. itu ajaa,5,7,aplikasinya bagus dan lagu yang di dengarkan slalu terbaru kurang nya cuma satu masih banyak iklan yang slalu ganggu saat dengar lagu itu ajaa,negative,24,
"Bagus! Yang gak bisa putar lagu atau cuma cuplikan aja, mesti beli premium dulu yaaa.. Gunanya premium itu: bisa download, tanpa iklan, putar lagu sepuasnya, dll..",5,0,bagus yang tidak bisa putar lagu atau cuma cuplikan saja mesti beli premium dulu yaaa gunanya premium itu bisa download tanpa iklan putar lagu sepuasnya dll,negative,26,
Bagus nih apk. tapi tolong lagunya Masi banyak yg kurang dan apa yg di cari GK sesuai dengan apa yg di ketik terkadang. Pokoknya bintang 5 ni buat apk,5,3,bagus nih apk tapi tolong lagunya masi banyak yang kurang dan apa yang di cari gk sesuai dengan apa yang di ketik terkadang pokoknya bintang ni buat apk,negative,28,
"Haloo, boleh saran gak? Plis di premium akun dikasih fitur preview buat lagu dong, kayak pas di free akun, soalnya fitur preview membantu bgt klo pas nyari lagu biar bisa ketauan vibe lagunya tanpa perlu dengerin satu lagu full, makasihh....",5,148,haloo boleh saran tidak plis di premium akun dikasih fitur preview buat lagu dong kayak pas di free akun soalnya fitur preview membantu banget klo pas nyari lagu biar bisa ketauan vibe lagunya tanpa perlu dengerin satu lagu full makasihh,negative,40,
"Saya menemukan semua lagu yg saya cari termasuk lagu dari kenangan lama, nggak nyangka ada, tampilan user friendly, tetap dpt didengarkan walau switch window",5,161,saya menemukan semua lagu yang saya cari termasuk lagu dari kenangan lama tidak nyangka ada tampilan user friendly tetap dpt didengarkan walau switch window,negative,24,
"Di dalam spotify begitu banyak lagu yang membuat saya lebih tenang dan membuat hidup saya lebih berwarna, ada juga podcast yang mengandung cerita dan membuat saya terinspirasi dari cerita di podcast tersebut, terimakasih untuk spotify🙏",5,11,di dalam spotify begitu banyak lagu yang membuat saya lebih tenang dan membuat hidup saya lebih berwarna ada juga podcast yang mengandung cerita dan membuat saya terinspirasi dari cerita di podcast tersebut terimakasih untuk spotify,negative,35,
"Spotify bagus, mencari semua lagu semua ada di spotify, apa yg di maksud premium gratis 3bln? Saya sbagai pengguna masih bingung mohon penjelasan nya terima kasih.",5,13,spotify bagus mencari semua lagu semua ada di spotify apa yang di maksud premium gratis bln saya sbagai pengguna masih bingung mohon penjelasan nya terima kasih,negative,26,
Bagus banget lagunya juga komplit tinggal pilih semua ada . walaupun layar mati lagu jalan terus.pokoknya SPOTIFY mantul...,5,5,bagus banget lagunya juga komplit tinggal pilih semua ada walaupun layar mati lagu jalan teruspokoknya spotify mantul,negative,17,
Sumpah sihh ini cocok banget gak kaya Reso Reso sekarang harus premium dlu baru bisa denger lagu karena aku masih kecil akhirnya ga bisa beli premium kalo di Spotify enak ga harus premium jadi cocok banget buat nemenin semua aktivitas ku,5,0,sumpah sihh ini cocok banget tidak kaya reso reso sekarang harus premium dlu baru bisa denger lagu karena aku masih kecil akhirnya tidak bisa beli premium kalo di spotify enak tidak harus premium jadi cocok banget buat nemenin semua aktivitas ku,negative,41,
"Mantap👍👍👍 Lebih bagus lagi kalau lagu nya yg sudah didownlod, diputar nya jangan menggunakan internet/kuota. Hanya buka aplikasi aja yg pake internet/kuota. Jadi utk apa kalau didownlod tapi diputar pake internet/kuota😃😃",5,125,mantap lebih bagus lagi kalau lagu nya yang sudah didownlod diputar nya jangan menggunakan internetkuota hanya buka aplikasi saja yang pake internetkuota jadi utk apa kalau didownlod tapi diputar pake internetkuota,negative,31,
